class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,177012,,,,,0,0,0,6692,272102,3117256,6379058,1261200,3986,0,4236612,0,0,,9280,13720,9714002,8889432,1483606,782872,,0,0,0,,,0,0,0,0,0,129470,3611830,5115784,2183210,0,6750,5246,6810,206240,7640170,3168070,7006,2,0,0,3431128,2181964,1139242,960768,900064,919356,1055206,448248,4318,0,11207950,,,,,4236612,116316,749866,728508,131320,136060,306500,34480,177012.19,11207950,11207950,,76997,,,299760,,1209600,,,,,10149185.28,0,887318.4,,,0,272,49878,1085500,4890120,4201762,676150,108568,27332,712,,,11207950,8266,1838,411166,308136,2574028,7288182,440328,8346,4,0,,,,,,,,,,,,,,,,,,,,54802,,,,,,,,,,,,,,,,932126,2063252,1649656,873250,1686056,1495450,1163104,605902,566532,4966,,
neg,88,8,8,0,0,0,0,0,0,3994,15990,1266,0,0,0,8880,0,0,0,216,498,25454,20406,8230,1144,0,0,0,0,34,40,0,0,0,0,0,0,0,1402,19848,0,254,10,16,1036,80,19822,32,0,0,0,16862,1174,1506,524,810,250,124,0,0,0,33986,10,12,36,0,8880,440,3790,4402,,,,7700,88.04,33986,33986,38942,52,0,3114,33300,21390,1209600,830,2,14,0,9125.76,0,11090.88,0,30,0,0,1724,12180,4780,1860,616,82,8,0,4,8,33986,1354,54,28,702,142,4490,13790,690,0,0,2,88,11204,2194,0,2,0,0,11206,148,110,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,205.66,132,13106,4794,756,100,194,498,332,1470,0,0,0,0
neg,1734,62,54,0,0,0,0,0,0,114,31606,70032,1466,0,0,48386,0,0,0,0,0,100272,91252,15266,6332,0,0,0,0,48,24,0,0,0,0,0,12854,69568,5844,14952,0,1302,34,26,110,8784,92956,6,0,0,0,43566,41594,10916,4442,1452,760,358,130,0,0,115564,0,28,48,0,48386,1602,7374,7848,,,,14960,1734,115564,115564,115428,374,326,11212,115300,103218,1209600,2426,0,8,0,94452.48,0,7564.8,0,0,0,0,0,23144,62398,16550,866,228,32,0,4,8,115564,1308,20,104,5610,2420,25358,66434,1784,180,0,114,162,92934,26682,14,0,0,0,94902,100,34,0,0,0,0,0,0,0,0,682,388,112,0,0,3934,856,2040,342,0,0,0,0,734010,246.22,82,9706,13976,9652,4588,14100,41356,9626,206,8,0,0,0
neg,79304,2130706432,556,8,10,0,0,0,944,624204,2764070,2161412,366854,33380,672,2646648,0,38,0,19212,33008,5468392,4970698,906804,395208,0,0,0,0,280,342,0,0,0,0,0,4456,16854,796386,5133840,0,16346,17122,32288,87324,278392,5499644,16802,3618,0,0,2889016,1387626,540678,401168,221966,139240,99358,109334,92426,70724,6395830,86,402,820,2,2646648,54030,403914,497836,151900,144980,211620,58100,79304.7,6395830,6395830,6326674,22967,0,25808,329300,5951502,1209600,30946,2,124,0,4179000.96,683711.04,1082246.4,494,1858,0,492,385960,1712550,2844126,914370,86670,6242,1124,2,344,176,6395830,8408,1096,295996,1093198,222622,3185378,1102358,42202,278,0,408,2900,4213924,2804166,0,1354,0,0,4215568,1540,372,0,0,0,20,0,0,0,0,30608,1274,1070,1393732,172204,21934,3006,2248340,224856,1376242,5188,0,56,0,2771.22,2694,1800710,658986,366970,195572,414626,661806,1791442,60200,1224,0,0,4
pos,597102,2728,,0,0,8870,660290,3361360,8171152,12512842,13347120,4538160,1972908,314022,6898,17542068,1206,92,,5170346,6691342,35874210,38479212,4364610,2030522,2,0,0,0,19114,8848,0,0,0,0,0,0,320474,10112438,33779746,680964,25694,15424,24652,57942,175228,27343504,4040388,13210756,34,0,18551358,6322612,4337698,3305586,2545390,1951102,1568436,1350444,608068,4352928,45406686,19182,68170,4212,0,17542068,287606,1462040,2897458,216000,131620,123380,152380,597102.1,45406686,45406686,45347930,267691,730,,638920,44948720,1209600,490136,,,,28702964.16,8865690.24,7357454.4,1008,2824,1076554,3303682,4333134,4057836,7700474,8067326,5743422,4853048,4028678,1729468,,342,45406686,13908,1468,2796758,5937016,6513956,14790728,14786836,52630,322,0,4540,39108,26094824,17691086,76,10636,0,0,26200280,12808,562,,,,,,,,,196700,125894,51642,0,0,501822,100822,20520,4122,0,0,0,0,,,3472,16265374,2367458,1830636,880548,2438216,5705860,14365054,810848,229336,292,0,0
neg,0,2,,0,0,0,0,0,0,28,1918,2676,0,0,0,696,0,0,0,0,0,1584,628,2404,330,0,0,0,0,4,6,0,0,0,0,0,0,1940,0,2682,0,2698,2,10,10,4,338,1560,0,0,0,3526,174,134,34,30,38,568,118,0,0,3992,0,0,0,0,696,62,1244,1152,1310700,1310700,1310700,2340,0.6,3992,3992,7102,22,0,364,3960,4622,1209600,54,,,,328.32,0,1593.6,,,0,0,0,1922,2122,578,0,0,0,0,,4,3992,2702,2,10,0,4,994,846,64,0,0,4,60,172,0,0,0,0,0,294,32,22,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4356,266,0,0,0,0,0,0,0,0,0,0
neg,6,14,6,0,0,0,0,0,0,3692,624,3302,0,0,0,2216,0,8,0,108,222,7582,6104,13270,326,0,0,0,0,0,22,0,0,0,0,0,0,0,0,7618,0,1332,4,2,4,4,344,5928,0,0,0,6472,162,248,66,564,92,14,0,0,0,20960,0,0,0,0,2216,92,11650,1486,,,,13100,6.01,20960,20960,27086,23,0,2014,20860,7630,1209600,158,0,8,0,928.32,0,5640.96,0,20,0,0,3542,310,3686,78,2,0,0,0,0,24,20960,1144,8,56,62,1448,2388,2118,372,22,0,12,38,516,24,0,2,0,0,1242,20,100,0,0,0,0,0,0,0,0,92,0,0,108,108,10,4,1840,182,6202,4,0,0,0,299.78,32,6746,696,30,12,16,24,42,52,0,0,0,0
neg,6854,54,48,4,6,0,0,0,3652,348088,43258,3376,0,0,0,178486,0,38,0,14292,22628,363442,344720,63568,22194,0,0,0,0,50,240,0,0,0,0,0,0,3748,170044,224582,0,814,278,366,1072,836,359296,32156,3556,0,0,165782,78428,40528,25476,22092,15302,11612,8622,4332,26200,441442,404,888,194,0,178486,3510,37468,25464,,,,62220,6853.11,441442,441442,438886,2305,20,43570,440060,398624,1209600,7700,2,8,0,333298.56,0,64033.92,0,122,0,3376,46800,48266,135418,114826,27960,20246,1480,2,10,10,441442,1572,100,13202,13920,6766,214462,142392,5800,160,0,58,522,336088,182518,0,4,0,0,336666,366,158,0,0,0,0,0,0,0,0,2406,800,286,630062,83784,7430,1298,1087320,108750,0,4966,0,0,0,649.58,270,67232,38284,23294,12212,23208,37382,68284,126798,1680,0,0,0
neg,30832,532,434,0,0,0,0,0,0,334,17788,1700452,536204,31372,3412,1125334,0,0,0,0,0,1868914,1520924,549138,298180,0,0,2172,0,2978,400,0,0,0,0,0,0,498538,1791024,0,0,2436,1446,1952,227060,1587836,468828,4,0,0,0,999046,470852,208312,135542,90868,66774,81328,236832,8,0,2418472,1228,470,404,4,1125334,41428,239460,307160,282360,,,262120,30832.31,2418472,2418472,2409330,14227,7484,116186,1204140,2289562,1209600,64068,0,148,0,1952945.28,0,334548.48,0,0,0,0,0,2176,561526,1405544,302562,14706,2924,124,282,292,2418472,3502,426,72340,189732,236026,1526986,255104,5432,14,0,648,1280,1345836,279070,72,832,0,0,1968542,1970,182,0,0,0,0,0,0,0,0,23748,12042,2084,0,0,56094,12950,1680540,261860,149816,2634,0,0,832350,919.1,1040,350834,561420,364718,146750,278018,215696,140914,93514,133566,4132,0,0
neg,184230,,,,,0,0,0,0,18856,1946910,8597866,2280620,35616,0,4485186,0,0,,0,0,10552672,9309102,2559004,1207682,,0,0,0,,,0,0,0,0,0,690806,4771744,6734032,683286,0,8878,9428,16474,29760,2568556,10173170,73602,0,0,0,5040510,2129476,1573524,1251518,984012,849846,694066,330222,26162,532,13113242,,,,,4485186,134538,1155536,1392938,240500,296900,246500,204200,184230.75,13113242,13113242,,80537,,,991440,,1209600,,,,,11371478.4,0,1502009.28,,,0,0,0,451244,5484964,6058922,799146,72218,13276,98,,,13113242,9488,4814,995788,530968,4034454,7014202,285430,4724,0,0,,,,,,,,,,,,,,,,,,,,68788,,,,,,,,,,,,,,,,1575860,2719630,1982976,1038098,2415474,1563702,1040506,338124,202692,2806,,
neg,18,18,10,0,0,0,0,0,0,1428,2878,12824,0,0,0,2486,0,302,0,0,0,12912,10320,7400,220,0,0,0,0,10,6,0,0,0,0,0,0,0,914,16216,0,11808,32,30,28,326,4906,0,0,0,0,7448,2304,570,1214,374,768,3112,1340,0,0,20348,0,6,2,0,2486,206,5348,2042,,,,7220,18.86,20348,20348,31914,150,124,1886,20020,17130,1209600,310,0,4,0,2310.72,0,3059.52,,,0,0,626,3392,7268,4812,944,88,0,0,2,10,20348,11822,8,26,278,112,790,3118,920,56,0,16,4,1622,426,0,0,0,0,2694,46,142,0,0,0,0,0,0,0,0,190,0,0,1032,136,66,22,500,554,20134,24,0,0,0,,,6140,1548,68,14,8920,120,102,218,0,0,0,0
neg,40980,230,192,0,0,0,0,0,0,1760,160034,1775460,593916,23164,2126,1257530,0,94,0,0,0,2260912,1989556,474370,228096,0,0,0,0,402,152,0,0,0,0,0,108956,1051712,944244,451548,0,2976,1286,1750,57824,1965136,527474,14,0,0,0,973814,558042,242840,185326,147960,123742,144314,180422,0,0,2735694,24,438,444,8,1257530,38102,285384,188028,210620,207120,,52480,40979.01,2735694,2735694,2734616,16534,208,28322,311840,2556460,1209600,71260,0,116,0,2316258.24,41.28,237147.84,0,0,0,0,0,13858,859088,1365610,294668,19994,3200,42,14,18,2735694,4350,430,51098,148420,115344,1874538,356332,5892,56,0,366,326,2315796,73322,20,4628,0,0,2340900,1220,162,0,0,0,44,0,0,0,0,18996,42572,7534,0,0,95180,14588,14380,1748,0,0,0,0,1257930,833,896,257006,423016,351088,182842,407360,407384,276248,150108,101312,96,0,0
neg,12,38,28,0,0,0,0,0,0,12,3576,2496,0,0,0,2274,0,0,0,0,0,5258,3414,6224,428,0,0,0,0,8,46,0,0,0,0,0,0,0,996,5088,0,56,6,8,410,502,2334,2768,0,0,0,4496,528,140,104,58,44,46,410,142,116,11498,0,6,0,0,2274,162,4408,1802,,,,6120,12.92,11498,11498,12708,23,0,1040,11320,6128,1209600,328,2,2,0,1922.88,0,3271.68,0,8,0,0,0,2230,2896,314,644,0,0,0,0,8,11498,940,12,18,278,50,832,3636,316,2,0,70,98,2326,166,0,84,0,0,2330,60,36,0,0,0,0,0,0,0,0,126,0,0,2236,590,44,14,5880,600,11664,8,0,0,0,0.68,40,4280,1464,188,32,64,34,22,0,0,0,0,0
neg,762,64,,0,0,0,0,0,44532,18706,8942,42496,3268,0,0,,,,,,,,,,,4,,,,56,44,0,0,0,0,0,0,0,38992,78952,0,1652,46,74,58,44,39412,38246,38186,226,0,79148,15532,9616,6076,3124,2092,940,1084,328,4,,14,6,24,0,,,,,,,,21660,762.35,,,137204,278,0,13450,136240,118232,1209600,1226,,,,44790.72,0,71912.64,0,36,0,5392,26172,11062,64578,10082,562,84,12,0,,22,,1726,60,74,23446,15140,58678,17920,900,0,0,,,,,,,,,,158,26,0,0,0,0,0,0,0,0,,230,48,0,0,930,126,0,0,0,0,0,0,0,320.62,150,73854,7440,6290,5962,8070,13664,2264,400,0,0,0,0
neg,30054,0,,0,0,0,0,0,0,6788,1291660,1773534,348664,1366,0,1623056,0,0,0,0,0,2878990,2377602,770504,382200,0,0,0,0,0,0,0,0,0,0,0,0,286884,3133686,1442,0,12344,6186,7022,12736,1839214,1544276,232,2,0,0,1707368,388634,175860,133210,117480,134344,185374,451762,127838,142,3651108,0,80,670,110,1623056,54642,243310,525246,233300,267520,256280,760,30054.58,3651108,3651108,3564772,23623,422842,113002,7420,3422012,1209600,0,,,,2472586.56,0,942454.08,0,0,0,0,0,237546,1568106,1373064,213690,24916,4620,70,,2174,3651108,6988,1034,633982,353980,390272,1892308,141176,2272,0,0,,,,,,,,,,6020,124,0,0,0,0,0,0,0,0,37352,15308,2698,0,0,96616,15154,5124180,998804,0,0,0,0,507530,2347.54,2852,964062,1285658,325200,142286,212964,156780,129754,84870,115628,4810,0,0
neg,106458,544,496,0,0,0,0,0,0,11260,1437484,3842056,1267616,123442,3108,2813802,0,0,0,0,0,5925146,5127462,1038536,684022,0,0,0,0,502,300,0,0,0,0,0,138280,2264832,1848442,2433412,0,3742,1336,1936,100426,4703090,1873272,1164,0,0,0,2065196,1695316,638942,477680,369284,307326,408678,722064,480,0,6964844,1288,952,2100,36,2813802,80810,565976,469714,171560,187820,174760,125500,106458.41,6964844,6964844,6963268,45260,14452,82436,901500,6684966,1209600,196042,2,96,0,5827486.08,0,851769.6,0,0,0,0,0,267478,2582966,2888826,881930,53284,10018,464,510,568,6964844,10058,1258,190180,562084,264834,4173742,1461448,21294,68,0,824,868,5590884,715974,0,92134,0,10,5876702,5116,826,0,0,0,0,0,0,0,0,45850,79148,38350,0,0,169664,31248,18223360,1942064,0,0,0,0,12934080,2220,2884,904430,1078252,799378,418210,848506,807632,656146,519990,612840,39582,0,0
neg,52480,176,134,0,0,0,0,0,13576,314934,1789956,1001416,93038,114,0,1629612,0,0,0,6200,9362,2959266,2714172,410630,192284,0,0,0,0,160,74,0,1630,6378,74972,121698,202124,485838,1639124,681270,0,1798,560,866,1350,32286,3176170,4,0,0,0,1093474,905712,369924,260912,182104,205328,193996,1584,0,0,3376608,3500,3070,1670,0,1629612,33908,176106,232908,155560,153660,,96660,52480.49,3376608,3376608,3373614,17330,14752,92198,951840,3213034,1209600,65134,36,116,0,2617681.92,0,593014.08,2,826,0,0,104918,1067394,1432304,554812,44784,7228,1568,26,4,34,3376608,3502,472,34200,335928,117724,1622756,1079600,18574,278,0,262,192,2191078,1072230,0,144,0,0,2645916,2350,48,0,0,0,0,0,0,0,0,16044,12078,3142,0,0,59378,9626,603260,106560,3346190,11946,0,0,51480530,896.98,1014,615654,322460,283136,122912,234134,295882,524490,639498,171828,3040,0,0
neg,82730,70,60,176,208,0,0,0,263866,3874628,747730,21400,18,0,0,1858284,0,0,0,339422,518534,4019358,3787216,1304340,374588,0,0,0,0,86,218,0,0,0,0,0,0,212612,3124492,1570538,0,34870,31048,54448,92494,1452590,3242192,0,0,0,0,944122,2373202,862224,281058,147438,95086,70846,75288,49590,8788,5665274,4502,6222,1996,12,1858284,49586,752206,546342,312060,296440,232420,157860,82730.71,5665274,5665274,5638322,24220,118,71256,809440,4907642,1209600,111870,6,146,0,4262484.48,0,638642.88,1078,3292,0,26586,1866656,2633890,294106,63342,19678,3320,64,0,62,68,5665274,6914,1230,300222,229376,3712712,656916,272,0,0,0,30,340,4329230,2678650,0,336,0,0,4329898,4878,1472,0,0,0,0,0,0,0,0,36790,12068,3264,6711142,760204,89676,15400,27476140,2749392,5465992,47632,0,0,32936560,2951.08,3464,682056,674104,292354,115166,261384,346402,2266810,247804,21462,100,0,0
neg,2518,2130706432,108,0,0,0,0,0,0,160,16,170442,2740,0,0,70040,0,0,0,0,0,163048,148672,19184,10008,0,0,0,0,64,14,0,0,0,0,0,86,99100,74168,0,0,192,12,50,76,6886,166094,44,0,0,0,62948,78352,21238,8402,1838,384,156,34,0,0,182290,0,30,202,0,70040,1858,5370,13764,,,,18680,2518.84,182290,182290,186160,634,0,18066,181680,173370,1209600,5598,2,30,0,150956.16,0,22221.12,0,0,0,0,0,776,105174,64468,2236,554,146,0,0,8,182290,376,42,11930,13594,6252,26008,111258,3880,12,0,188,24,153296,50672,0,36,0,46,153648,210,36,0,0,0,0,0,0,0,0,914,1540,590,0,0,4254,808,107200,10710,0,0,0,0,0,109.56,122,23960,30216,11752,13476,73904,15178,2626,978,1264,0,0,0
neg,492,2130706432,52,0,0,0,0,0,0,4226,165202,60192,7358,0,0,88554,0,0,0,0,0,259378,207060,163592,25292,0,0,0,0,82,52,0,0,0,0,0,0,0,13488,223490,0,1352,748,836,1902,7680,37014,187446,0,0,0,212906,10486,4938,1688,1348,1074,832,1142,682,1882,423226,16,0,14,0,88554,2388,104262,57844,,,,160800,492.05,423226,423226,409418,419,0,40140,420700,237542,1209600,4304,8,22,0,41261.76,120156.48,74418.24,38,222,0,0,3366,88146,104456,27118,10910,2958,24,0,0,22,423226,2258,174,12280,59920,43876,66768,47178,4442,82,0,110,64,46534,2622,0,0,0,0,46640,514,162,0,0,130,166484,0,0,0,0,2560,0,0,0,0,2016,454,65080,6502,0,0,0,0,0,6.66,506,198996,17790,4754,1466,2084,2020,3460,6408,0,0,0,0
neg,67284,0,,0,0,0,0,0,11548,98300,3300694,5125632,1556090,183006,6130,4756642,776,0,0,6746,8530,8735060,7154620,2510532,1235814,0,0,2272,0,0,0,0,0,0,0,0,66266,9935276,81662,198196,0,21766,16974,14860,17556,2353816,7803414,52978,32,4,0,5895554,1295482,667136,508716,406182,367496,443286,659694,37814,40,11256612,0,246,358,112,4756642,172062,1189610,1314076,258720,245240,240460,78980,67283.84,11256612,11256612,11001298,50675,1537872,9022,327040,10281400,1209600,0,,,,7187850.24,0,3067074.24,,,0,3720,29516,1003610,4581360,3777812,763810,107600,13834,138,,1654,11256612,20648,3412,1889408,1368080,641924,5234878,1110972,12068,10,0,,,,,,,,,,15602,838,0,0,0,0,0,0,0,0,119238,38624,9042,0,0,425504,62020,16377520,4413714,0,0,0,0,62740990,,,3153742,4458392,1863420,457274,294318,47134,5276,1280,564,0,0,0
neg,794,44,32,0,0,0,0,0,490,37850,51530,23270,25594,2956,0,56274,0,0,0,870,1436,170276,156950,56994,6714,0,0,0,0,32,46,0,0,0,0,0,0,0,13848,127842,0,542,70,152,1096,436,139392,2,0,0,0,108312,21334,4972,3046,1218,1388,1002,418,0,0,228280,18,20,242,0,56274,1424,43932,12816,,,,56020,794.81,228280,228280,231650,308,10,22342,227140,141982,1209600,2950,2,14,0,49096.32,0,91567.68,0,66,0,0,11836,33618,31960,40012,22082,2098,78,6,0,48,228280,1664,114,102,48736,8632,29218,48860,4362,2,0,62,78,50850,24046,0,196,0,0,51594,218,374,0,0,0,0,0,0,0,0,1118,0,0,0,0,1316,264,75420,7548,0,0,2,22,0,338.82,236,93740,14224,3516,1582,3436,17072,4200,3920,0,0,0,2
neg,856,20,18,0,0,0,0,0,0,52,0,23856,32902,0,0,22916,0,0,0,0,0,52252,47434,5808,3198,0,0,0,0,34,20,0,0,0,0,0,0,53256,2542,1012,0,1072,30,40,52,4264,51350,2,0,0,0,33716,17314,4360,814,254,352,0,0,0,0,58080,0,4,198,0,22916,592,2038,3754,,,,5700,855.94,58080,58080,66090,171,266,5702,57940,56810,1209600,1638,2,8,0,47394.24,0,8348.16,0,0,0,0,0,0,3604,50550,2244,308,100,4,2,12,58080,1120,16,326,5930,972,10672,36868,830,76,0,38,80,46990,14410,0,26,0,18,47728,110,22,0,0,0,0,0,0,0,0,292,360,120,0,0,1156,294,106080,11710,0,0,0,0,0,44.02,40,10196,9244,1648,808,7318,22558,4806,222,10,0,0,0
neg,39344,456,340,0,0,0,0,0,0,1072,332452,1549530,328220,13094,0,1076292,0,0,0,0,0,1982004,1741202,364342,202396,0,0,0,0,106,30,0,0,0,0,0,156018,682312,1039008,347030,0,1880,1754,3772,120842,1542436,553670,14,0,0,0,699852,581808,226494,178224,145666,119186,113706,156210,3222,0,2346700,0,2,216,0,1076292,26012,191356,172400,213100,,,147340,39343.73,2346700,2346700,2345580,14552,880,110562,1133040,2224368,1209600,52144,0,68,0,1972655.04,0,250200.96,0,0,0,0,0,26748,871108,1097354,210464,15324,3286,84,8,12,2346700,2884,398,26954,169490,79054,1148494,786816,10200,78,0,1116,228,1933370,36246,56,660,0,0,1985012,1264,140,0,0,0,0,0,0,0,0,12032,31114,6074,0,0,65330,11100,76880,11824,0,0,0,0,289170,674.96,850,265036,270070,227072,117344,264084,260436,219478,178072,402556,20220,0,0
neg,51048,164,160,0,0,0,0,0,0,884,487804,2381018,614194,37590,1172,1574518,0,0,0,0,0,3131462,2722496,543040,335480,0,0,0,0,480,150,0,0,0,0,0,33922,1368846,2015470,104424,0,6958,3556,8526,414770,2228546,860000,306,0,0,0,1294502,873752,284690,201410,146860,119738,164636,436536,538,0,3675284,532,2190,418,6,1574518,35358,208038,327746,161580,179020,186020,6480,51048.61,3675284,3675284,3625070,22888,956,119626,36720,3522662,1209600,108594,2,94,0,2899876.8,0,619573.44,0,0,0,0,0,130290,1086768,1777138,501882,20932,5224,428,116,122,3675284,6068,692,104842,305262,225322,2300708,566918,12726,124,0,310,342,2874436,288774,0,166058,0,66,2930644,2260,126,0,0,0,0,0,0,0,0,22120,36566,9458,0,0,134358,20346,173940,18336,0,0,0,0,3047180,1363.22,1704,644086,454826,391022,263120,956762,531658,87028,56280,136154,1726,0,0
neg,11962,946,702,0,0,0,0,0,0,152,117502,410400,211752,7822,1454,346480,0,0,0,0,0,658510,552534,173400,88404,0,0,0,0,472,796,0,0,0,0,0,6538,304160,438384,0,0,606,236,1342,62030,537732,147094,42,0,0,0,249764,193692,116652,96610,25776,41148,25440,0,0,0,832054,0,122,90,10,346480,10436,103498,67980,,,,171360,11961.53,832054,832054,829102,4234,2572,81954,830200,749082,1209600,27712,0,38,0,660593.28,0,87894.72,0,0,0,0,0,19848,227830,337518,138282,22322,3010,272,0,4,832054,1064,136,12480,43456,35690,507706,144306,4198,44,2,796,1326,645842,23026,0,428,0,12,667128,508,118,0,0,0,0,0,0,0,0,6002,11956,2566,0,0,26888,5398,107560,14460,0,0,0,0,0,316.56,328,92778,107406,88750,49164,129122,141688,89776,34688,15696,14,0,0
neg,43532,2130706434,116,0,0,0,0,0,0,1906,822050,1623938,264784,21516,0,1178136,0,0,0,0,0,2532650,2312538,338318,175742,0,0,0,0,370,124,0,0,0,0,0,35550,1460376,354670,883598,0,7386,11530,10858,17878,150442,2535776,318,4,2,0,809942,716074,282554,197508,145162,142690,372400,67864,0,0,2871428,1130,2816,394,22,1178136,23174,185942,151074,115960,175940,,41120,43532.3,2871428,2871428,2847772,17696,1008,41970,446260,2734194,1209600,79192,12,40,0,2444251.2,0,287860.8,124,640,0,0,0,124588,1240974,1148172,195576,21114,3646,124,22,28,2871428,3906,488,32660,191900,71554,1341110,1062446,29790,340,0,236,226,2404834,209758,0,1282,0,0,2461210,1686,210,0,0,0,0,0,0,0,0,13024,32348,17022,0,0,46502,10976,7038440,708052,0,0,0,0,3823320,1000.24,1164,308652,450014,364046,175042,406960,456652,289770,154928,125980,2150,0,0
neg,38232,106,88,0,0,0,0,0,0,6192,1035438,1195822,126382,2604,0,1039156,0,0,0,0,0,2019400,1667956,463806,307800,0,0,0,0,144,50,0,0,0,0,0,40568,922590,1138212,265068,0,1294,436,648,1492,593902,1757312,11354,0,0,0,752176,625812,224984,160714,124180,101518,138268,238648,138,0,2483576,54,110,200,4,1039156,34396,231236,230362,202100,250500,,7260,38232,2483576,2483576,2478482,15533,6932,3098,59820,2366438,1209600,62108,0,118,0,2021087.04,0,343921.92,0,0,0,0,0,202248,1362660,734310,57984,7458,1740,38,8,12,2483576,3120,370,66380,192690,111232,1243584,724646,24182,234,0,268,138,741698,77568,36,13736,0,0,2037428,1440,164,0,0,0,0,0,0,0,0,18256,30520,6376,0,0,78726,14236,2372000,287296,0,0,0,0,413120,860.82,864,362270,350370,259956,126786,262174,283608,207540,174280,322654,16800,0,0
neg,20,8,6,0,0,0,0,0,0,354,4702,2126,0,0,0,2650,0,82,0,0,0,16676,14658,4670,264,0,0,0,0,18,18,0,0,0,0,0,0,0,0,7182,0,1142,42,42,40,2018,3898,0,0,0,0,5882,422,158,152,58,56,454,0,0,0,21370,2,4,0,0,2650,184,2920,1728,,,,4540,19.28,21370,21370,22156,22,14,2038,21140,7182,1209600,364,0,6,0,3858.24,0,2316.48,0,16,0,0,0,4124,2184,404,470,0,0,0,0,6,21370,1084,32,58,50,84,1196,3592,1048,38,0,8,24,3048,72,0,0,0,0,4116,48,142,0,0,0,0,0,0,0,0,168,0,0,990,310,64,18,1660,162,0,8,0,0,0,169.76,54,3604,3198,92,54,72,52,46,64,0,0,0,0
neg,14,26,16,0,0,0,0,0,0,44,3438,2670,0,0,0,2440,0,0,0,0,0,6282,3686,15076,968,0,0,0,0,10,42,0,0,0,0,0,0,0,0,6152,0,80,24,78,140,1348,4482,0,0,0,0,4674,672,110,194,26,22,340,114,0,0,21372,0,8,18,0,2440,162,12632,2422,,,,14900,13.61,21372,21372,23560,21,0,2024,21200,6152,1209600,352,2,2,0,2205.12,0,3019.2,0,18,0,0,0,2722,2448,624,358,0,0,0,0,6,21372,964,16,16,18,296,700,3598,518,26,0,16,132,2516,184,0,0,0,0,2650,72,40,0,0,0,0,0,0,0,0,172,0,0,1180,234,46,22,620,62,4960,16,0,0,0,55.18,46,4090,1618,326,62,54,2,0,0,0,0,0,0
neg,2176,0,,0,0,0,0,0,0,576,35456,283812,10956,0,0,141270,0,0,0,0,0,297346,260478,65018,22014,0,0,0,0,0,0,0,0,0,0,0,9914,281278,9164,30444,0,938,742,618,834,37926,289742,0,0,0,0,258672,49452,14616,5326,1292,768,342,330,2,0,362506,0,140,210,24,141270,3276,16180,47846,,,,63160,2175.29,362506,362506,350754,685,2600,34990,360700,330800,1209600,0,,,,148912.32,114214.08,67065.6,,,0,0,0,12432,198908,114710,3880,750,120,0,,8,362506,654,128,10048,60986,49754,181572,25992,1666,0,0,,,,,,,,,,356,46,0,0,310,114644,0,0,0,0,2562,956,338,0,0,4278,742,433380,46092,0,0,0,0,1175870,,,183922,19788,90036,34420,2156,348,70,16,44,0,0,0
